"country_code","country_name","income_group","year","indicator_name","gdp"
"ASM","American Samoa","Upper middle income (UM)",2012,"GDP (current US$)",6.44e+08
"AND","Andorra","High income (H)",2012,"GDP (current US$)",3164615187
"AGO","Angola","Upper middle income (UM)",2012,"GDP (current US$)",1.28053e+11
"ATG","Antigua and Barbuda","High income (H)",2012,"GDP (current US$)",1199948148
"ARG","Argentina","Upper middle income (UM)",2012,"GDP (current US$)",5.45982e+11
"ARM","Armenia","Lower middle income (LM)",2012,"GDP (current US$)",10619320049
"ABW","Aruba","High income (H)",2012,"GDP (current US$)",2534636872
"AUS","Australia","High income (H)",2012,"GDP (current US$)",1.54615e+12
"AUT","Austria","High income (H)",2012,"GDP (current US$)",4.09425e+11
"AZE","Azerbaijan","Upper middle income (UM)",2012,"GDP (current US$)",69683935845
"BHS","Bahamas, The","High income (H)",2012,"GDP (current US$)",10720500000
"BHR","Bahrain","High income (H)",2012,"GDP (current US$)",30749335106
"BGD","Bangladesh","Low income (L)",2012,"GDP (current US$)",1.33356e+11
"BRB","Barbados","High income (H)",2012,"GDP (current US$)",4610096000
"BLR","Belarus","Upper middle income (UM)",2012,"GDP (current US$)",65685102555
"BEL","Belgium","High income (H)",2012,"GDP (current US$)",4.96181e+11
"BLZ","Belize","Upper middle income (UM)",2012,"GDP (current US$)",1522899790
"BEN","Benin","Low income (L)",2012,"GDP (current US$)",8152088222
"BMU","Bermuda","High income (H)",2012,"GDP (current US$)",5537537000
"BTN","Bhutan","Lower middle income (LM)",2012,"GDP (current US$)",1781281281
"BOL","Bolivia","Lower middle income (LM)",2012,"GDP (current US$)",27084497540
"BIH","Bosnia and Herzegovina","Upper middle income (UM)",2012,"GDP (current US$)",17226849297
"BWA","Botswana","Upper middle income (UM)",2012,"GDP (current US$)",16067155187
"BRA","Brazil","Upper middle income (UM)",2012,"GDP (current US$)",2.46519e+12
"BRN","Brunei Darussalam","High income (H)",2012,"GDP (current US$)",19048495519
"BGR","Bulgaria","Upper middle income (UM)",2012,"GDP (current US$)",53903022339
"BFA","Burkina Faso","Low income (L)",2012,"GDP (current US$)",11166063467
"BDI","Burundi","Low income (L)",2012,"GDP (current US$)",2333308099
"CPV","Cabo Verde","Lower middle income (LM)",2012,"GDP (current US$)",1741809809
"KHM","Cambodia","Low income (L)",2012,"GDP (current US$)",14054443213
"CMR","Cameroon","Lower middle income (LM)",2012,"GDP (current US$)",29104437355
"CAN","Canada","High income (H)",2012,"GDP (current US$)",1.82397e+12
"CYM","Cayman Islands","High income (H)",2012,"GDP (current US$)",4291159006
"CAF","Central African Republic","Low income (L)",2012,"GDP (current US$)",2510270268
"TCD","Chad","Low income (L)",2012,"GDP (current US$)",12368071039
"CHL","Chile","High income (H)",2012,"GDP (current US$)",2.67122e+11
"CHN","China","Upper middle income (UM)",2012,"GDP (current US$)",8.53223e+12
"COL","Colombia","Upper middle income (UM)",2012,"GDP (current US$)",3.70574e+11
"COM","Comoros","Low income (L)",2012,"GDP (current US$)",1015901205
"COD","Congo, Dem. Rep.","Low income (L)",2012,"GDP (current US$)",29306235826
"COG","Congo, Rep.","Lower middle income (LM)",2012,"GDP (current US$)",13677930124
"CRI","Costa Rica","Upper middle income (UM)",2012,"GDP (current US$)",46473128286
"CIV","Côte d'Ivoire","Lower middle income (LM)",2012,"GDP (current US$)",26790579775
"HRV","Croatia","High income (H)",2012,"GDP (current US$)",56494436183
"CUB","Cuba","Upper middle income (UM)",2012,"GDP (current US$)",7.3141e+10
"CUW","Curaçao","High income (H)",2012,"GDP (current US$)",3131096089
"CYP","Cyprus","High income (H)",2012,"GDP (current US$)",24978513427
"CZE","Czech Republic","High income (H)",2012,"GDP (current US$)",2.07376e+11
"DNK","Denmark","High income (H)",2012,"GDP (current US$)",3.27149e+11
"DJI","Djibouti","Lower middle income (LM)",2012,"GDP (current US$)",1353632942
"DMA","Dominica","Upper middle income (UM)",2012,"GDP (current US$)",485998000
"DOM","Dominican Republic","Upper middle income (UM)",2012,"GDP (current US$)",60681535893
"ECU","Ecuador","Upper middle income (UM)",2012,"GDP (current US$)",87924544000
"EGY","Egypt, Arab Rep.","Lower middle income (LM)",2012,"GDP (current US$)",2.79373e+11
"SLV","El Salvador","Lower middle income (LM)",2012,"GDP (current US$)",2.1386e+10
"GNQ","Equatorial Guinea","High income (H)",2012,"GDP (current US$)",22389626329
"EST","Estonia","High income (H)",2012,"GDP (current US$)",23192709239
"SWZ","Eswatini","Lower middle income (LM)",2012,"GDP (current US$)",4886658800
"ETH","Ethiopia","Low income (L)",2012,"GDP (current US$)",43310721414
"FRO","Faeroe Islands","High income (H)",2012,"GDP (current US$)",2366301252
"FJI","Fiji","Upper middle income (UM)",2012,"GDP (current US$)",3972012571
"FIN","Finland","High income (H)",2012,"GDP (current US$)",2.58305e+11
"FRA","France","High income (H)",2012,"GDP (current US$)",2.68383e+12
"GAB","Gabon","Upper middle income (UM)",2012,"GDP (current US$)",17171447372
"GMB","Gambia, The","Low income (L)",2012,"GDP (current US$)",1415006238
"GEO","Georgia","Lower middle income (LM)",2012,"GDP (current US$)",16488403076
"DEU","Germany","High income (H)",2012,"GDP (current US$)",3.52734e+12
"GHA","Ghana","Lower middle income (LM)",2012,"GDP (current US$)",41939728979
"GRC","Greece","High income (H)",2012,"GDP (current US$)",2.45671e+11
"GRL","Greenland","High income (H)",2012,"GDP (current US$)",2609667674
"GRD","Grenada","Upper middle income (UM)",2012,"GDP (current US$)",799882259.3
"GUM","Guam","High income (H)",2012,"GDP (current US$)",5.199e+09
"GTM","Guatemala","Lower middle income (LM)",2012,"GDP (current US$)",50388460925
"GIN","Guinea","Low income (L)",2012,"GDP (current US$)",7638045254
"GNB","Guinea-Bissau","Low income (L)",2012,"GDP (current US$)",989327811.8
"GUY","Guyana","Lower middle income (LM)",2012,"GDP (current US$)",2861562266
"HTI","Haiti","Low income (L)",2012,"GDP (current US$)",7890647022
"HND","Honduras","Lower middle income (LM)",2012,"GDP (current US$)",18528601901
"HKG","Hong Kong SAR, China","High income (H)",2012,"GDP (current US$)",2.62629e+11
"HUN","Hungary","Upper middle income (UM)",2012,"GDP (current US$)",1.28154e+11
"ISL","Iceland","High income (H)",2012,"GDP (current US$)",14724078264
"IND","India","Lower middle income (LM)",2012,"GDP (current US$)",1.82764e+12
"IDN","Indonesia","Lower middle income (LM)",2012,"GDP (current US$)",9.1787e+11
"IRN","Iran, Islamic Rep.","Upper middle income (UM)",2012,"GDP (current US$)",5.98853e+11
"IRQ","Iraq","Upper middle income (UM)",2012,"GDP (current US$)",2.18001e+11
"IRL","Ireland","High income (H)",2012,"GDP (current US$)",2.24999e+11
"IMN","Isle of Man","High income (H)",2012,"GDP (current US$)",6433357030
"ISR","Israel","High income (H)",2012,"GDP (current US$)",2.5718e+11
"ITA","Italy","High income (H)",2012,"GDP (current US$)",2.08708e+12
"JAM","Jamaica","Upper middle income (UM)",2012,"GDP (current US$)",14807086889
"JPN","Japan","High income (H)",2012,"GDP (current US$)",6.20321e+12
"JOR","Jordan","Upper middle income (UM)",2012,"GDP (current US$)",31371056338
"KAZ","Kazakhstan","Upper middle income (UM)",2012,"GDP (current US$)",2.07999e+11
"KEN","Kenya","Low income (L)",2012,"GDP (current US$)",50412754861
"KIR","Kiribati","Lower middle income (LM)",2012,"GDP (current US$)",190243321.6
"KOR","Korea, Rep.","High income (H)",2012,"GDP (current US$)",1.22281e+12
"XKX","Kosovo","Lower middle income (LM)",2012,"GDP (current US$)",6499759733
"KWT","Kuwait","High income (H)",2012,"GDP (current US$)",1.7407e+11
"KGZ","Kyrgyz Republic","Low income (L)",2012,"GDP (current US$)",6605139933
"LAO","Lao PDR","Lower middle income (LM)",2012,"GDP (current US$)",10191350120
"LVA","Latvia","High income (H)",2012,"GDP (current US$)",28170812352
"LBN","Lebanon","Upper middle income (UM)",2012,"GDP (current US$)",44230727695
"LSO","Lesotho","Lower middle income (LM)",2012,"GDP (current US$)",2677545056
"LBR","Liberia","Low income (L)",2012,"GDP (current US$)",2.721e+09
"LBY","Libya","Upper middle income (UM)",2012,"GDP (current US$)",81873662519
"LIE","Liechtenstein","High income (H)",2012,"GDP (current US$)",5456009385
"LTU","Lithuania","High income (H)",2012,"GDP (current US$)",42826586830
"LUX","Luxembourg","High income (H)",2012,"GDP (current US$)",56677961787
"MAC","Macao SAR, China","High income (H)",2012,"GDP (current US$)",43031577366
"MDG","Madagascar","Low income (L)",2012,"GDP (current US$)",11578974888
"MWI","Malawi","Low income (L)",2012,"GDP (current US$)",6028487929
"MYS","Malaysia","Upper middle income (UM)",2012,"GDP (current US$)",3.14443e+11
"MDV","Maldives","Upper middle income (UM)",2012,"GDP (current US$)",2886170572
"MLI","Mali","Low income (L)",2012,"GDP (current US$)",12442747897
"MLT","Malta","High income (H)",2012,"GDP (current US$)",9209873466
"MHL","Marshall Islands","Upper middle income (UM)",2012,"GDP (current US$)",182874800
"MRT","Mauritania","Lower middle income (LM)",2012,"GDP (current US$)",5231255478
"MUS","Mauritius","Upper middle income (UM)",2012,"GDP (current US$)",11668685524
"MEX","Mexico","Upper middle income (UM)",2012,"GDP (current US$)",1.20109e+12
"FSM","Micronesia, Fed. Sts.","Lower middle income (LM)",2012,"GDP (current US$)",327248654.8
"MDA","Moldova","Lower middle income (LM)",2012,"GDP (current US$)",8709165249
"MCO","Monaco","High income (H)",2012,"GDP (current US$)",5743029680
"MNG","Mongolia","Lower middle income (LM)",2012,"GDP (current US$)",12292770631
"MNE","Montenegro","Upper middle income (UM)",2012,"GDP (current US$)",4087725813
"MAR","Morocco","Lower middle income (LM)",2012,"GDP (current US$)",98266306615
"MOZ","Mozambique","Low income (L)",2012,"GDP (current US$)",16350804543
"MMR","Myanmar","Low income (L)",2012,"GDP (current US$)",59937797559
"NAM","Namibia","Upper middle income (UM)",2012,"GDP (current US$)",13016272899
"NPL","Nepal","Low income (L)",2012,"GDP (current US$)",18851513891
"NLD","Netherlands","High income (H)",2012,"GDP (current US$)",8.38971e+11
"NZL","New Zealand","High income (H)",2012,"GDP (current US$)",1.76194e+11
"NIC","Nicaragua","Lower middle income (LM)",2012,"GDP (current US$)",10532006608
"NER","Niger","Low income (L)",2012,"GDP (current US$)",6942258305
"NGA","Nigeria","Lower middle income (LM)",2012,"GDP (current US$)",4.59376e+11
"MKD","North Macedonia","Upper middle income (UM)",2012,"GDP (current US$)",9745251126
"MNP","Northern Mariana Islands","High income (H)",2012,"GDP (current US$)",7.51e+08
"NOR","Norway","High income (H)",2012,"GDP (current US$)",5.09506e+11
"OMN","Oman","High income (H)",2012,"GDP (current US$)",76689206762
"PAK","Pakistan","Lower middle income (LM)",2012,"GDP (current US$)",2.24384e+11
"PLW","Palau","Upper middle income (UM)",2012,"GDP (current US$)",211103300
"PAN","Panama","Upper middle income (UM)",2012,"GDP (current US$)",40429700000
"PNG","Papua New Guinea","Lower middle income (LM)",2012,"GDP (current US$)",21295659249
"PRY","Paraguay","Lower middle income (LM)",2012,"GDP (current US$)",33283228891
"PER","Peru","Upper middle income (UM)",2012,"GDP (current US$)",1.92649e+11
"PHL","Philippines","Lower middle income (LM)",2012,"GDP (current US$)",2.50092e+11
"POL","Poland","High income (H)",2012,"GDP (current US$)",5.00361e+11
"PRT","Portugal","High income (H)",2012,"GDP (current US$)",2.16237e+11
"PRI","Puerto Rico","High income (H)",2012,"GDP (current US$)",1.01565e+11
"QAT","Qatar","High income (H)",2012,"GDP (current US$)",1.86834e+11
"ROU","Romania","Upper middle income (UM)",2012,"GDP (current US$)",1.71196e+11
"RUS","Russian Federation","High income (H)",2012,"GDP (current US$)",2.21026e+12
"RWA","Rwanda","Low income (L)",2012,"GDP (current US$)",7428848122
"WSM","Samoa","Lower middle income (LM)",2012,"GDP (current US$)",760549577.7
"SMR","San Marino","High income (H)",2012,"GDP (current US$)",1800077091
"STP","São Tomé and Principe","Lower middle income (LM)",2012,"GDP (current US$)",252560556
"SAU","Saudi Arabia","High income (H)",2012,"GDP (current US$)",7.35975e+11
"SEN","Senegal","Lower middle income (LM)",2012,"GDP (current US$)",17825417949
"SRB","Serbia","Upper middle income (UM)",2012,"GDP (current US$)",43309252921
"SYC","Seychelles","Upper middle income (UM)",2012,"GDP (current US$)",1060226126
"SLE","Sierra Leone","Low income (L)",2012,"GDP (current US$)",3801862611
"SGP","Singapore","High income (H)",2012,"GDP (current US$)",2.95087e+11
"SVK","Slovak Republic","High income (H)",2012,"GDP (current US$)",94416582465
"SVN","Slovenia","High income (H)",2012,"GDP (current US$)",46580457470
"SLB","Solomon Islands","Lower middle income (LM)",2012,"GDP (current US$)",1063879446
"ZAF","South Africa","Upper middle income (UM)",2012,"GDP (current US$)",3.96333e+11
"SSD","South Sudan","Low income (L)",2012,"GDP (current US$)",11931472173
"ESP","Spain","High income (H)",2012,"GDP (current US$)",1.32482e+12
"LKA","Sri Lanka","Lower middle income (LM)",2012,"GDP (current US$)",68434409315
"KNA","St. Kitts and Nevis","High income (H)",2012,"GDP (current US$)",800414814.8
"LCA","St. Lucia","Upper middle income (UM)",2012,"GDP (current US$)",1440016852
"VCT","St. Vincent and the Grenadines","Upper middle income (UM)",2012,"GDP (current US$)",692933740.7
"SDN","Sudan","Lower middle income (LM)",2012,"GDP (current US$)",68125631150
"SUR","Suriname","Upper middle income (UM)",2012,"GDP (current US$)",4.98e+09
"SWE","Sweden","High income (H)",2012,"GDP (current US$)",5.50927e+11
"CHE","Switzerland","High income (H)",2012,"GDP (current US$)",6.68043e+11
"TJK","Tajikistan","Low income (L)",2012,"GDP (current US$)",7633049792
"TZA","Tanzania","Low income (L)",2012,"GDP (current US$)",39650530214
"THA","Thailand","Upper middle income (UM)",2012,"GDP (current US$)",3.97558e+11
"TLS","Timor-Leste","Lower middle income (LM)",2012,"GDP (current US$)",6661664600
"TGO","Togo","Low income (L)",2012,"GDP (current US$)",3873529926
"TON","Tonga","Upper middle income (UM)",2012,"GDP (current US$)",472358251.2
"TTO","Trinidad and Tobago","High income (H)",2012,"GDP (current US$)",25763220107
"TUN","Tunisia","Upper middle income (UM)",2012,"GDP (current US$)",45044112939
"TUR","Turkey","Upper middle income (UM)",2012,"GDP (current US$)",8.73982e+11
"TKM","Turkmenistan","Upper middle income (UM)",2012,"GDP (current US$)",35164210526
"TCA","Turks and Caicos Islands","High income (H)",2012,"GDP (current US$)",715722770
"TUV","Tuvalu","Upper middle income (UM)",2012,"GDP (current US$)",37671734.49
"UGA","Uganda","Low income (L)",2012,"GDP (current US$)",23114293416
"UKR","Ukraine","Lower middle income (LM)",2012,"GDP (current US$)",1.75781e+11
"ARE","United Arab Emirates","High income (H)",2012,"GDP (current US$)",3.74591e+11
"GBR","United Kingdom","High income (H)",2012,"GDP (current US$)",2.70489e+12
"USA","United States","High income (H)",2012,"GDP (current US$)",1.6197e+13
"URY","Uruguay","High income (H)",2012,"GDP (current US$)",51264390114
"UZB","Uzbekistan","Lower middle income (LM)",2012,"GDP (current US$)",63628854499
"VUT","Vanuatu","Lower middle income (LM)",2012,"GDP (current US$)",781702874.1
"VEN","Venezuela, RB","Upper middle income (UM)",2012,"GDP (current US$)",3.81286e+11
"VNM","Vietnam","Lower middle income (LM)",2012,"GDP (current US$)",1.5582e+11
"VIR","Virgin Islands (U.S.)","High income (H)",2012,"GDP (current US$)",4.095e+09
"PSE","West Bank and Gaza","Lower middle income (LM)",2012,"GDP (current US$)",11279400000
"YEM","Yemen, Rep.","Lower middle income (LM)",2012,"GDP (current US$)",35401339869
"ZMB","Zambia","Lower middle income (LM)",2012,"GDP (current US$)",25503370699
"ZWE","Zimbabwe","Low income (L)",2012,"GDP (current US$)",17114849900
"AFG","Afghanistan","Low income (L)",2013,"GDP (current US$)",20561054090
"ALB","Albania","Upper middle income (UM)",2013,"GDP (current US$)",12776277649
"DZA","Algeria","Upper middle income (UM)",2013,"GDP (current US$)",2.09755e+11
"ASM","American Samoa","Upper middle income (UM)",2013,"GDP (current US$)",6.41e+08
"AND","Andorra","High income (H)",2013,"GDP (current US$)",3281585236
"AGO","Angola","Upper middle income (UM)",2013,"GDP (current US$)",1.3671e+11
"ATG","Antigua and Barbuda","High income (H)",2013,"GDP (current US$)",1181448148
"ARG","Argentina","Upper middle income (UM)",2013,"GDP (current US$)",5.52025e+11
"ARM","Armenia","Lower middle income (LM)",2013,"GDP (current US$)",11121465767
"ABW","Aruba","High income (H)",2013,"GDP (current US$)",2581564246
"AUS","Australia","High income (H)",2013,"GDP (current US$)",1.57618e+12
"AUT","Austria","High income (H)",2013,"GDP (current US$)",4.30069e+11
"AZE","Azerbaijan","Upper middle income (UM)",2013,"GDP (current US$)",74164435946
"BHS","Bahamas, The","High income (H)",2013,"GDP (current US$)",10562700000
"BHR","Bahrain","High income (H)",2013,"GDP (current US$)",32539547872
"BGD","Bangladesh","Low income (L)",2013,"GDP (current US$)",1.4999e+11
"BRB","Barbados","High income (H)",2013,"GDP (current US$)",4677248300
"BLR","Belarus","Upper middle income (UM)",2013,"GDP (current US$)",75527984234
"BEL","Belgium","High income (H)",2013,"GDP (current US$)",5.21643e+11
"BLZ","Belize","Upper middle income (UM)",2013,"GDP (current US$)",1579413515
"BEN","Benin","Low income (L)",2013,"GDP (current US$)",9159958826
"BMU","Bermuda","High income (H)",2013,"GDP (current US$)",5573710000
"BTN","Bhutan","Lower middle income (LM)",2013,"GDP (current US$)",1756215666
"BOL","Bolivia","Lower middle income (LM)",2013,"GDP (current US$)",30659338784
"BIH","Bosnia and Herzegovina","Upper middle income (UM)",2013,"GDP (current US$)",18178503835
"BWA","Botswana","Upper middle income (UM)",2013,"GDP (current US$)",14901750765
"BRA","Brazil","Upper middle income (UM)",2013,"GDP (current US$)",2.47281e+12
"BRN","Brunei Darussalam","High income (H)",2013,"GDP (current US$)",18093829923
"BGR","Bulgaria","Upper middle income (UM)",2013,"GDP (current US$)",55555171010
"BFA","Burkina Faso","Low income (L)",2013,"GDP (current US$)",11947176342
"BDI","Burundi","Low income (L)",2013,"GDP (current US$)",2451625333
"CPV","Cabo Verde","Lower middle income (LM)",2013,"GDP (current US$)",1850470042
"KHM","Cambodia","Low income (L)",2013,"GDP (current US$)",15227991395
"CMR","Cameroon","Lower middle income (LM)",2013,"GDP (current US$)",32348149947
"CAN","Canada","High income (H)",2013,"GDP (current US$)",1.84202e+12
"CYM","Cayman Islands","High income (H)",2013,"GDP (current US$)",4405954638
"CAF","Central African Republic","Low income (L)",2013,"GDP (current US$)",1691063477
"TCD","Chad","Low income (L)",2013,"GDP (current US$)",12949854263
"CHL","Chile","High income (H)",2013,"GDP (current US$)",2.78384e+11
"CHN","China","Upper middle income (UM)",2013,"GDP (current US$)",9.57041e+12
"COL","Colombia","Upper middle income (UM)",2013,"GDP (current US$)",3.81867e+11
"COM","Comoros","Low income (L)",2013,"GDP (current US$)",1115906342
"COD","Congo, Dem. Rep.","Low income (L)",2013,"GDP (current US$)",32679745298
"COG","Congo, Rep.","Lower middle income (LM)",2013,"GDP (current US$)",14085851348
"CRI","Costa Rica","Upper middle income (UM)",2013,"GDP (current US$)",49745088112
"CIV","Côte d'Ivoire","Lower middle income (LM)",2013,"GDP (current US$)",31264187110
"HRV","Croatia","High income (H)",2013,"GDP (current US$)",58056951042
"CUB","Cuba","Upper middle income (UM)",2013,"GDP (current US$)",7.7148e+10
"CUW","Curaçao","High income (H)",2013,"GDP (current US$)",3147616201
"CYP","Cyprus","High income (H)",2013,"GDP (current US$)",23900872626
"CZE","Czech Republic","High income (H)",2013,"GDP (current US$)",2.09402e+11
"DNK","Denmark","High income (H)",2013,"GDP (current US$)",3.43584e+11
"DJI","Djibouti","Lower middle income (LM)",2013,"GDP (current US$)",2042817163
"DMA","Dominica","Upper middle income (UM)",2013,"GDP (current US$)",498296296.3
"DOM","Dominican Republic","Upper middle income (UM)",2013,"GDP (current US$)",62682158701
"ECU","Ecuador","Upper middle income (UM)",2013,"GDP (current US$)",95129659000
"EGY","Egypt, Arab Rep.","Lower middle income (LM)",2013,"GDP (current US$)",2.88586e+11
"SLV","El Salvador","Lower middle income (LM)",2013,"GDP (current US$)",2.1991e+10
"GNQ","Equatorial Guinea","High income (H)",2013,"GDP (current US$)",21942597765
"EST","Estonia","High income (H)",2013,"GDP (current US$)",25271407239
"SWZ","Eswatini","Lower middle income (LM)",2013,"GDP (current US$)",4597702898
"ETH","Ethiopia","Low income (L)",2013,"GDP (current US$)",47648211133
"FRO","Faeroe Islands","High income (H)",2013,"GDP (current US$)",2627049837
"FJI","Fiji","Upper middle income (UM)",2013,"GDP (current US$)",4190143206
"FIN","Finland","High income (H)",2013,"GDP (current US$)",2.71285e+11
"FRA","France","High income (H)",2013,"GDP (current US$)",2.81108e+12
"GAB","Gabon","Upper middle income (UM)",2013,"GDP (current US$)",17590745162
"GMB","Gambia, The","Low income (L)",2013,"GDP (current US$)",1375608956
"GEO","Georgia","Lower middle income (LM)",2013,"GDP (current US$)",17189491403
"DEU","Germany","High income (H)",2013,"GDP (current US$)",3.73274e+12
"GHA","Ghana","Lower middle income (LM)",2013,"GDP (current US$)",63277216929
"GRC","Greece","High income (H)",2013,"GDP (current US$)",2.39862e+11
"GRL","Greenland","High income (H)",2013,"GDP (current US$)",2684952727
"GRD","Grenada","Upper middle income (UM)",2013,"GDP (current US$)",842620111.1
"GUM","Guam","High income (H)",2013,"GDP (current US$)",5.336e+09
"GTM","Guatemala","Lower middle income (LM)",2013,"GDP (current US$)",53851153447
"GIN","Guinea","Low income (L)",2013,"GDP (current US$)",8376613843
"GNB","Guinea-Bissau","Low income (L)",2013,"GDP (current US$)",1045790133
"GUY","Guyana","Lower middle income (LM)",2013,"GDP (current US$)",2987684170
"HTI","Haiti","Low income (L)",2013,"GDP (current US$)",8485077205
"HND","Honduras","Lower middle income (LM)",2013,"GDP (current US$)",18499710128
"HKG","Hong Kong SAR, China","High income (H)",2013,"GDP (current US$)",2.75697e+11
"HUN","Hungary","Upper middle income (UM)",2013,"GDP (current US$)",1.35409e+11
"ISL","Iceland","High income (H)",2013,"GDP (current US$)",16033517529
"IND","India","Lower middle income (LM)",2013,"GDP (current US$)",1.85672e+12
"IDN","Indonesia","Lower middle income (LM)",2013,"GDP (current US$)",9.12524e+11
"IRN","Iran, Islamic Rep.","Upper middle income (UM)",2013,"GDP (current US$)",4.67415e+11
"IRQ","Iraq","Upper middle income (UM)",2013,"GDP (current US$)",2.34638e+11
"IRL","Ireland","High income (H)",2013,"GDP (current US$)",2.38544e+11
"IMN","Isle of Man","High income (H)",2013,"GDP (current US$)",6754330155
"ISR","Israel","High income (H)",2013,"GDP (current US$)",2.92636e+11
"ITA","Italy","High income (H)",2013,"GDP (current US$)",2.14132e+12
"JAM","Jamaica","Upper middle income (UM)",2013,"GDP (current US$)",14262589158
"JPN","Japan","High income (H)",2013,"GDP (current US$)",5.15572e+12
"JOR","Jordan","Upper middle income (UM)",2013,"GDP (current US$)",34064873239
"KAZ","Kazakhstan","Upper middle income (UM)",2013,"GDP (current US$)",2.36635e+11
"KEN","Kenya","Low income (L)",2013,"GDP (current US$)",55096728048
"KIR","Kiribati","Lower middle income (LM)",2013,"GDP (current US$)",185113921.6
"KOR","Korea, Rep.","High income (H)",2013,"GDP (current US$)",1.3056e+12
"XKX","Kosovo","Lower middle income (LM)",2013,"GDP (current US$)",7071982209
"KWT","Kuwait","High income (H)",2013,"GDP (current US$)",1.74161e+11
"KGZ","Kyrgyz Republic","Lower middle income (LM)",2013,"GDP (current US$)",7335027592
"LAO","Lao PDR","Lower middle income (LM)",2013,"GDP (current US$)",11942230508
"LVA","Latvia","High income (H)",2013,"GDP (current US$)",30276485436
"LBN","Lebanon","Upper middle income (UM)",2013,"GDP (current US$)",46866579768
"LSO","Lesotho","Lower middle income (LM)",2013,"GDP (current US$)",2533992455
"LBR","Liberia","Low income (L)",2013,"GDP (current US$)",3.067e+09
"LBY","Libya","Upper middle income (UM)",2013,"GDP (current US$)",65502870174
"LIE","Liechtenstein","High income (H)",2013,"GDP (current US$)",6391735894
"LTU","Lithuania","High income (H)",2013,"GDP (current US$)",46450990764
"LUX","Luxembourg","High income (H)",2013,"GDP (current US$)",61739352212
"MAC","Macao SAR, China","High income (H)",2013,"GDP (current US$)",51552075902
"MDG","Madagascar","Low income (L)",2013,"GDP (current US$)",12423555269
"MWI","Malawi","Low income (L)",2013,"GDP (current US$)",5518880769
"MYS","Malaysia","Upper middle income (UM)",2013,"GDP (current US$)",3.23277e+11
"MDV","Maldives","Upper middle income (UM)",2013,"GDP (current US$)",3295011382
"MLI","Mali","Low income (L)",2013,"GDP (current US$)",13246412031
"MLT","Malta","High income (H)",2013,"GDP (current US$)",10154463059
"MHL","Marshall Islands","Upper middle income (UM)",2013,"GDP (current US$)",187707400
"MRT","Mauritania","Lower middle income (LM)",2013,"GDP (current US$)",5639818812
"MUS","Mauritius","Upper middle income (UM)",2013,"GDP (current US$)",12129642296
"MEX","Mexico","Upper middle income (UM)",2013,"GDP (current US$)",1.27444e+12
"FSM","Micronesia, Fed. Sts.","Lower middle income (LM)",2013,"GDP (current US$)",317214350.1
"MDA","Moldova","Lower middle income (LM)",2013,"GDP (current US$)",9496684622
"MCO","Monaco","High income (H)",2013,"GDP (current US$)",6553372278
"MNG","Mongolia","Lower middle income (LM)",2013,"GDP (current US$)",12582122604
"MNE","Montenegro","Upper middle income (UM)",2013,"GDP (current US$)",4464261816
"MAR","Morocco","Lower middle income (LM)",2013,"GDP (current US$)",1.06826e+11
"MOZ","Mozambique","Low income (L)",2013,"GDP (current US$)",16974320551
"MMR","Myanmar","Low income (L)",2013,"GDP (current US$)",60269734045
"NAM","Namibia","Upper middle income (UM)",2013,"GDP (current US$)",12717790505
"NPL","Nepal","Low income (L)",2013,"GDP (current US$)",19271168018
"NLD","Netherlands","High income (H)",2013,"GDP (current US$)",8.76924e+11
"NZL","New Zealand","High income (H)",2013,"GDP (current US$)",1.90784e+11
"NIC","Nicaragua","Lower middle income (LM)",2013,"GDP (current US$)",10982938826
"NER","Niger","Low income (L)",2013,"GDP (current US$)",7667952566
"NGA","Nigeria","Lower middle income (LM)",2013,"GDP (current US$)",5.14966e+11
"MKD","North Macedonia","Upper middle income (UM)",2013,"GDP (current US$)",10817712139
"MNP","Northern Mariana Islands","High income (H)",2013,"GDP (current US$)",7.82e+08
"NOR","Norway","High income (H)",2013,"GDP (current US$)",5.22762e+11
"OMN","Oman","High income (H)",2013,"GDP (current US$)",78784395319
"PAK","Pakistan","Lower middle income (LM)",2013,"GDP (current US$)",2.31219e+11
"PLW","Palau","Upper middle income (UM)",2013,"GDP (current US$)",223388400
"PAN","Panama","Upper middle income (UM)",2013,"GDP (current US$)",4.56e+10
"PNG","Papua New Guinea","Lower middle income (LM)",2013,"GDP (current US$)",21261432775
"PRY","Paraguay","Lower middle income (LM)",2013,"GDP (current US$)",38585317743
"PER","Peru","Upper middle income (UM)",2013,"GDP (current US$)",2.01175e+11
"PHL","Philippines","Lower middle income (LM)",2013,"GDP (current US$)",2.71836e+11
"POL","Poland","High income (H)",2013,"GDP (current US$)",5.24234e+11
"PRT","Portugal","High income (H)",2013,"GDP (current US$)",2.2637e+11
"PRI","Puerto Rico","High income (H)",2013,"GDP (current US$)",1.0245e+11
"QAT","Qatar","High income (H)",2013,"GDP (current US$)",1.98728e+11
"ROU","Romania","Upper middle income (UM)",2013,"GDP (current US$)",1.90949e+11
"RUS","Russian Federation","High income (H)",2013,"GDP (current US$)",2.29713e+12
"RWA","Rwanda","Low income (L)",2013,"GDP (current US$)",7621924854
"WSM","Samoa","Lower middle income (LM)",2013,"GDP (current US$)",770021643.6
"SMR","San Marino","High income (H)",2013,"GDP (current US$)",1865374403
